State,Fiscal year,Country,Commodity name,Dollar value,Fiscal quarter,Trade type,Fiscal quarter description
PR,2019,Mexico,Food Preparations,2230710,2,Exports,Fiscal Quarter 2
MA,2021,Netherlands,"Dextrins, Peptones, And Proteins",2440641,2,Exports,Fiscal Quarter 2
CA,2023,Taiwan,Food Preparations,26821889,1,Exports,Fiscal Quarter 1
IL,2022,Indonesia,Soybeans,50078288,4,Exports,Fiscal Quarter 4
TN,2019,Indonesia,Cotton,15719265,2,Exports,Fiscal Quarter 2
ND,2020,Israel,Oilseeds (Excluding Soybean),1380165,3,Exports,Fiscal Quarter 3
MD,2023,Indonesia,Soybeans,3597738,1,Exports,Fiscal Quarter 1
MD,2019,Netherlands,Food Preparations,45229,2,Exports,Fiscal Quarter 2
AL,2020,Brazil,Eggs And Products,4197504,4,Exports,Fiscal Quarter 4
NC,2019,Netherlands,Processed Vegetables,16027898,2,Exports,Fiscal Quarter 2
OR,2019,Canada,Hay,563583,4,Exports,Fiscal Quarter 4
OH,2023,Vietnam,Distillers Grains,14162679,4,Exports,Fiscal Quarter 4
NJ,2024,Saudi Arabia,"Bakery Goods, Cereals, And Pasta",858819,2,Exports,Fiscal Quarter 2
MO,2019,China,Pork And Pork Products,7756941,1,Exports,Fiscal Quarter 1
NH,2023,Denmark,"Sugar, Sweeteners, Beverage Bases",232820,2,Exports,Fiscal Quarter 2
NJ,2022,World,Food Preparations,67021258,2,Exports,Fiscal Quarter 2
NH,2021,Australia,Confectionery,9301,2,Exports,Fiscal Quarter 2
SC,2023,China,Vegetable Oils (Excluding Soybean),532210,4,Exports,Fiscal Quarter 4
FL,2019,Guatemala,Beef And Beef Products,5239690,2,Exports,Fiscal Quarter 2
UT,2020,Hong Kong,Food Preparations,10839850,3,Exports,Fiscal Quarter 3
WV,2020,India,Food Preparations,6200,2,Exports,Fiscal Quarter 2
AZ,2022,Mexico,Beef And Beef Products,1883240,1,Exports,Fiscal Quarter 1
HI,2020,South Korea,Non-Alcoholic Beverages (Excluding Juices),83394,2,Exports,Fiscal Quarter 2
SC,2019,Taiwan,Poultry Meat And Products (Excluding Eggs),10180003,2,Exports,Fiscal Quarter 2
NV,2022,World,Dairy Products,22872385,4,Exports,Fiscal Quarter 4
KY,2019,Dominican Republic,"Bakery Goods, Cereals, And Pasta",708132,1,Exports,Fiscal Quarter 1
DE,2020,China,Food Preparations,145164,4,Exports,Fiscal Quarter 4
TN,2024,Mexico,"Bakery Goods, Cereals, And Pasta",8027695,2,Exports,Fiscal Quarter 2
ND,2023,World,Wheat,30785875,3,Exports,Fiscal Quarter 3
TN,2021,Vietnam,Cotton,32632345,3,Exports,Fiscal Quarter 3
MS,2024,Vietnam,Cotton,13748124,3,Exports,Fiscal Quarter 3
AR,2024,Taiwan,Rice,6711595,1,Exports,Fiscal Quarter 1
CT,2022,Russia,Food Preparations,4589762,4,Exports,Fiscal Quarter 4
WA,2024,Japan,Soybean Meal,2283534,1,Exports,Fiscal Quarter 1
AR,2021,Canada,Eggs And Products,5000024,2,Exports,Fiscal Quarter 2
WY,2024,Mexico,Pulses,196348,3,Exports,Fiscal Quarter 3
WY,2022,Canada,Coarse Grains (Excluding Corn),78132,3,Exports,Fiscal Quarter 3
US,2023,Canada,Beef And Beef Products,251224756,3,Exports,Fiscal Quarter 3
MS,2022,China,"Other Feeds, Meals, And Fodders",2649778,2,Exports,Fiscal Quarter 2
CT,2019,Hong Kong,"Dextrins, Peptones, And Proteins",10099,2,Exports,Fiscal Quarter 2
KS,2021,Taiwan,Corn,1047804,1,Exports,Fiscal Quarter 1
IA,2024,Philippines,"Sugar, Sweeteners, Beverage Bases",519796,3,Exports,Fiscal Quarter 3
UT,2020,Taiwan,Hay,2162619,3,Exports,Fiscal Quarter 3
KY,2022,France,Live Animals,403323,4,Exports,Fiscal Quarter 4
NY,2019,Canada,"Bakery Goods, Cereals, And Pasta",30946738,2,Exports,Fiscal Quarter 2
NH,2020,Australia,"Dextrins, Peptones, And Proteins",43151,2,Exports,Fiscal Quarter 2
IA,2019,World,Distillers Grains,70949098,2,Exports,Fiscal Quarter 2
DE,2021,Mexico,Fresh Fruit,31671,2,Exports,Fiscal Quarter 2
IA,2022,World,Soybean Meal,118168323,1,Exports,Fiscal Quarter 1
CO,2021,Canada,Pork And Pork Products,41559191,3,Exports,Fiscal Quarter 3
TX,2019,Taiwan,Poultry Meat And Products (Excluding Eggs),5314764,2,Exports,Fiscal Quarter 2
GA,2019,World,Food Preparations,35158292,3,Exports,Fiscal Quarter 3
FL,2023,World,Fresh Fruit,58696855,4,Exports,Fiscal Quarter 4
ID,2019,Mexico,Milled Grains And Products,18512907,2,Exports,Fiscal Quarter 2
OR,2021,Mexico,Processed Vegetables,8167208,1,Exports,Fiscal Quarter 1
MD,2024,China,Condiments And Sauces,317182,1,Exports,Fiscal Quarter 1
CA,2023,Taiwan,Fresh Vegetables,1610306,1,Exports,Fiscal Quarter 1
PA,2020,Canada,Chocolate And Cocoa Products,69019214,2,Exports,Fiscal Quarter 2
WA,2023,Vietnam,Soybeans,42724720,1,Exports,Fiscal Quarter 1
OH,2024,South Korea,Pork And Pork Products,1213023,3,Exports,Fiscal Quarter 3
ID,2021,Canada,Dairy Products,12473283,4,Exports,Fiscal Quarter 4
MD,2019,Mexico,Poultry Meat And Products (Excluding Eggs),4843572,4,Exports,Fiscal Quarter 4
OR,2021,Philippines,Wheat,58951976,1,Exports,Fiscal Quarter 1
TX,2022,Djibouti,Coarse Grains (Excluding Corn),3031300,4,Exports,Fiscal Quarter 4
AZ,2023,Mexico,Beef And Beef Products,3858065,2,Exports,Fiscal Quarter 2
MD,2024,Thailand,Condiments And Sauces,415458,3,Exports,Fiscal Quarter 3
UT,2021,Taiwan,Hay,1507236,3,Exports,Fiscal Quarter 3
AR,2023,Brazil,Distilled Spirits,2120744,4,Exports,Fiscal Quarter 4
OH,2020,World,Condiments And Sauces,29399717,1,Exports,Fiscal Quarter 1
DE,2019,Canada,Fresh Fruit,45657142,2,Exports,Fiscal Quarter 2
FL,2020,World,Essential Oils,53186108,2,Exports,Fiscal Quarter 2
VT,2021,Mexico,Non-Alcoholic Beverages (Excluding Juices),45964,4,Exports,Fiscal Quarter 4
NH,2019,World,Eggs And Products,700645,2,Exports,Fiscal Quarter 2
OK,2022,Mexico,Soybeans,16420799,1,Exports,Fiscal Quarter 1
OK,2021,Canada,"Meat Products, Nesoi",160460,3,Exports,Fiscal Quarter 3
OR,2021,Japan,Hay,13151115,4,Exports,Fiscal Quarter 4
AR,2020,India,Food Preparations,25968,2,Exports,Fiscal Quarter 2
LA,2020,World,Wheat,188953464,2,Exports,Fiscal Quarter 2
ME,2022,Costa Rica,Processed Vegetables,134348,4,Exports,Fiscal Quarter 4
UT,2022,Indonesia,Beef And Beef Products,1391106,1,Exports,Fiscal Quarter 1
UT,2019,Australia,Essential Oils,10032011,1,Exports,Fiscal Quarter 1
SC,2023,Taiwan,Soybeans,5766022,2,Exports,Fiscal Quarter 2
ME,2023,Canada,"Sugar, Sweeteners, Beverage Bases",393729,1,Exports,Fiscal Quarter 1
IL,2022,China,Pork And Pork Products,10594446,2,Exports,Fiscal Quarter 2
VA,2024,Jamaica,Soybean Meal,9036127,1,Exports,Fiscal Quarter 1
KS,2024,World,Corn,149470012,3,Exports,Fiscal Quarter 3
MT,2023,Canada,"Bakery Goods, Cereals, And Pasta",247381,3,Exports,Fiscal Quarter 3
CA,2020,World,Dairy Products,498022719,4,Exports,Fiscal Quarter 4
NY,2019,Mexico,Dairy Products,7161131,4,Exports,Fiscal Quarter 4
AZ,2022,South Korea,Beef And Beef Products,6690774,4,Exports,Fiscal Quarter 4
GA,2019,Canada,Poultry Meat And Products (Excluding Eggs),28250500,2,Exports,Fiscal Quarter 2
MS,2020,World,Poultry Meat And Products (Excluding Eggs),32380947,4,Exports,Fiscal Quarter 4
SC,2024,World,"Other Feeds, Meals, And Fodders",24632201,2,Exports,Fiscal Quarter 2
NH,2023,India,"Dextrins, Peptones, And Proteins",101163,1,Exports,Fiscal Quarter 1
FL,2022,Dominican Republic,Beef And Beef Products,15819928,2,Exports,Fiscal Quarter 2
MD,2020,United Kingdom,Condiments And Sauces,335801,3,Exports,Fiscal Quarter 3
NM,2021,World,Dairy Products,32680532,2,Exports,Fiscal Quarter 2
OK,2021,Indonesia,Cotton,328350,4,Exports,Fiscal Quarter 4
RI,2023,Congo (Kinshasa),Food Preparations,299596,3,Exports,Fiscal Quarter 3
AZ,2023,Taiwan,Hay,559062,2,Exports,Fiscal Quarter 2
MI,2021,Japan,Soybean Meal,2681291,3,Exports,Fiscal Quarter 3
AR,2024,Brazil,Eggs And Products,4660756,2,Exports,Fiscal Quarter 2
CO,2020,South Korea,Beef And Beef Products,106793512,2,Exports,Fiscal Quarter 2
TN,2023,World,"Bakery Goods, Cereals, And Pasta",69683039,3,Exports,Fiscal Quarter 3
PR,2023,Sint Maarten,Chocolate And Cocoa Products,878740,4,Exports,Fiscal Quarter 4
ID,2024,Japan,Food Preparations,668724,2,Exports,Fiscal Quarter 2
MI,2019,Netherlands,Food Preparations,4091946,4,Exports,Fiscal Quarter 4
IN,2020,Netherlands,"Sugar, Sweeteners, Beverage Bases",1255308,2,Exports,Fiscal Quarter 2
NM,2023,World,"Bakery Goods, Cereals, And Pasta",2606366,4,Exports,Fiscal Quarter 4
KS,2022,South Korea,Beef And Beef Products,90649187,1,Exports,Fiscal Quarter 1
AL,2021,Turkey,Cotton,372403,3,Exports,Fiscal Quarter 3
NJ,2019,United Kingdom,Fruit And Vegetable Juices,61292,3,Exports,Fiscal Quarter 3
DE,2021,Argentina,Food Preparations,396292,3,Exports,Fiscal Quarter 3
MD,2019,Canada,Poultry Meat And Products (Excluding Eggs),3319382,3,Exports,Fiscal Quarter 3
MA,2020,Japan,"Dextrins, Peptones, And Proteins",243421,4,Exports,Fiscal Quarter 4
MO,2023,World,Soybean Meal,67655343,1,Exports,Fiscal Quarter 1
ID,2021,China,Dairy Products,16484561,1,Exports,Fiscal Quarter 1
NC,2022,France,Cotton,2366068,1,Exports,Fiscal Quarter 1
VA,2022,China,Pork And Pork Products,90437141,4,Exports,Fiscal Quarter 4
NC,2023,China,Cotton,3329670,1,Exports,Fiscal Quarter 1
MI,2023,World,Soybean Meal,65794052,3,Exports,Fiscal Quarter 3
VA,2019,Vietnam,Tobacco,4687677,2,Exports,Fiscal Quarter 2
GA,2020,Burma,Distillers Grains,176165,1,Exports,Fiscal Quarter 1
OK,2020,South Korea,Pork And Pork Products,2842092,3,Exports,Fiscal Quarter 3
OK,2023,World,Cotton,31359007,4,Exports,Fiscal Quarter 4
OK,2022,Japan,Pork And Pork Products,28272436,2,Exports,Fiscal Quarter 2
TN,2021,Pakistan,Cotton,19008364,4,Exports,Fiscal Quarter 4
LA,2020,Ecuador,Soybean Meal,55915673,3,Exports,Fiscal Quarter 3
TX,2022,World,Ethanol (Non-Beverage),427506795,1,Exports,Fiscal Quarter 1
MI,2019,Kuwait,"Bakery Goods, Cereals, And Pasta",556634,3,Exports,Fiscal Quarter 3
GA,2020,World,"Other Feeds, Meals, And Fodders",43276229,1,Exports,Fiscal Quarter 1
AL,2023,Macau,Cotton,1391436,3,Exports,Fiscal Quarter 3
KS,2019,Japan,Beef And Beef Products,154296162,2,Exports,Fiscal Quarter 2
NY,2022,United Arab Emirates,Food Preparations,3764925,1,Exports,Fiscal Quarter 1
OR,2019,World,Hay,50550006,1,Exports,Fiscal Quarter 1
WV,2019,Singapore,Poultry Meat And Products (Excluding Eggs),207958,1,Exports,Fiscal Quarter 1
AR,2021,Canada,Rice,19200233,3,Exports,Fiscal Quarter 3
TX,2021,China,Cotton,269983541,2,Exports,Fiscal Quarter 2
US,2022,China,Corn,1590041111,3,Exports,Fiscal Quarter 3
RI,2024,Israel,Non-Alcoholic Beverages (Excluding Juices),51768,3,Exports,Fiscal Quarter 3
GA,2019,World,Food Preparations,31564188,1,Exports,Fiscal Quarter 1
VA,2021,Malaysia,Soybeans,7094407,4,Exports,Fiscal Quarter 4
MD,2023,Congo (Brazzaville),Poultry Meat And Products (Excluding Eggs),855334,3,Exports,Fiscal Quarter 3
NC,2024,China,Pork And Pork Products,43095668,3,Exports,Fiscal Quarter 3
LA,2021,World,Corn,1776267712,4,Exports,Fiscal Quarter 4
OK,2020,Mexico,Wheat,21496653,3,Exports,Fiscal Quarter 3
CA,2023,Canada,Fresh Fruit,313377610,1,Exports,Fiscal Quarter 1
US,2021,China,Tree Nuts,155258632,4,Exports,Fiscal Quarter 4
KS,2022,Taiwan,Soybeans,8726806,4,Exports,Fiscal Quarter 4
TN,2019,India,"Dextrins, Peptones, And Proteins",1224040,2,Exports,Fiscal Quarter 2
IN,2020,China,Dairy Products,1281900,4,Exports,Fiscal Quarter 4
NE,2024,Japan,Pork And Pork Products,43036758,1,Exports,Fiscal Quarter 1
WA,2023,World,Soybeans,120420328,4,Exports,Fiscal Quarter 4
NE,2024,Taiwan,Beef And Beef Products,41174280,2,Exports,Fiscal Quarter 2
IN,2020,World,Dairy Products,32143352,1,Exports,Fiscal Quarter 1
OR,2020,Japan,Processed Vegetables,15737731,2,Exports,Fiscal Quarter 2
MD,2022,United Kingdom,Essential Oils,985602,3,Exports,Fiscal Quarter 3
OH,2023,Canada,Pork And Pork Products,32139622,3,Exports,Fiscal Quarter 3
RI,2021,Congo (Kinshasa),Food Preparations,103159,3,Exports,Fiscal Quarter 3
MD,2022,United Kingdom,Condiments And Sauces,463172,2,Exports,Fiscal Quarter 2
CA,2024,Hong Kong,Food Preparations,8702387,2,Exports,Fiscal Quarter 2
PR,2019,Panama,Food Preparations,1012403,4,Exports,Fiscal Quarter 4
IL,2019,Japan,Corn,688839,1,Exports,Fiscal Quarter 1
WY,2023,World,Food Preparations,136779,1,Exports,Fiscal Quarter 1
WV,2023,Philippines,Poultry Meat And Products (Excluding Eggs),450927,4,Exports,Fiscal Quarter 4
UT,2024,Canada,Food Preparations,13144782,2,Exports,Fiscal Quarter 2
ME,2021,Canada,Processed Fruit,2279225,4,Exports,Fiscal Quarter 4
UT,2024,Taiwan,Dairy Products,2321170,2,Exports,Fiscal Quarter 2
WV,2021,World,Poultry Meat And Products (Excluding Eggs),3251245,4,Exports,Fiscal Quarter 4
CA,2024,Canada,Food Preparations,26114804,2,Exports,Fiscal Quarter 2
SC,2022,Netherlands,Vegetable Oils (Excluding Soybean),11731211,1,Exports,Fiscal Quarter 1
IN,2021,World,"Dextrins, Peptones, And Proteins",57573605,4,Exports,Fiscal Quarter 4
AZ,2022,Pakistan,Cotton,1163179,1,Exports,Fiscal Quarter 1
AL,2019,Hong Kong,Poultry Meat And Products (Excluding Eggs),11142002,1,Exports,Fiscal Quarter 1
US,2020,Japan,Pork And Pork Products,383643870,3,Exports,Fiscal Quarter 3
KY,2023,China,Dog And Cat Food,108180,4,Exports,Fiscal Quarter 4
SD,2024,South Korea,Ethanol (Non-Beverage),4952492,2,Exports,Fiscal Quarter 2
AK,2023,Antigua And Barbuda,Dairy Products,4203,2,Exports,Fiscal Quarter 2
DE,2020,Georgia,Poultry Meat And Products (Excluding Eggs),890352,1,Exports,Fiscal Quarter 1
NM,2020,World,Cotton,4174971,3,Exports,Fiscal Quarter 3
TN,2020,Australia,Distilled Spirits,8465323,1,Exports,Fiscal Quarter 1
CA,2022,World,Tree Nuts,1956814943,2,Exports,Fiscal Quarter 2
ID,2023,Mexico,Dairy Products,7306301,4,Exports,Fiscal Quarter 4
UT,2019,Canada,Beef And Beef Products,1696697,2,Exports,Fiscal Quarter 2
DC,2019,St Kitts And Nevis,Nursery Products And Cut Flowers,8199,1,Exports,Fiscal Quarter 1
GA,2022,Mexico,Food Preparations,5025276,2,Exports,Fiscal Quarter 2
PA,2019,United Kingdom,Chocolate And Cocoa Products,7734422,3,Exports,Fiscal Quarter 3
AZ,2023,World,Non-Alcoholic Beverages (Excluding Juices),34156846,2,Exports,Fiscal Quarter 2
LA,2024,Egypt,Soybeans,201684096,3,Exports,Fiscal Quarter 3
VA,2022,Taiwan,Soybeans,11426271,4,Exports,Fiscal Quarter 4
KS,2020,Venezuela,Corn,3880070,2,Exports,Fiscal Quarter 2
TX,2021,Nigeria,Wheat,122640077,3,Exports,Fiscal Quarter 3
DE,2020,Costa Rica,Fresh Fruit,39893,2,Exports,Fiscal Quarter 2
ND,2023,Taiwan,Soybeans,610145,2,Exports,Fiscal Quarter 2
SD,2023,China,Pork And Pork Products,14629580,4,Exports,Fiscal Quarter 4
OR,2021,South Korea,Hay,20632400,4,Exports,Fiscal Quarter 4
VT,2023,World,Corn,1524958,2,Exports,Fiscal Quarter 2
FL,2024,Panama,Dairy Products,8515419,3,Exports,Fiscal Quarter 3
IL,2020,Mexico,Corn,62099673,4,Exports,Fiscal Quarter 4
CA,2023,Taiwan,Fresh Fruit,16675302,1,Exports,Fiscal Quarter 1
AL,2022,Canada,Eggs And Products,1689018,4,Exports,Fiscal Quarter 4
IN,2023,World,"Other Feeds, Meals, And Fodders",57131457,2,Exports,Fiscal Quarter 2
CO,2021,Nicaragua,Pork And Pork Products,2875404,1,Exports,Fiscal Quarter 1
MI,2020,Mexico,"Bakery Goods, Cereals, And Pasta",771600,2,Exports,Fiscal Quarter 2
MO,2023,Australia,Dog And Cat Food,561600,2,Exports,Fiscal Quarter 2
WA,2022,Taiwan,Corn,108440556,3,Exports,Fiscal Quarter 3
PR,2022,Dominican Republic,Food Preparations,251718,4,Exports,Fiscal Quarter 4
MD,2020,Canada,Essential Oils,2909485,2,Exports,Fiscal Quarter 2
SC,2023,Taiwan,Soybeans,9477271,1,Exports,Fiscal Quarter 1
WI,2024,South Korea,Dairy Products,12833223,2,Exports,Fiscal Quarter 2
MA,2022,Netherlands,Processed Fruit,7007227,2,Exports,Fiscal Quarter 2
ND,2020,Mexico,Corn,93662,2,Exports,Fiscal Quarter 2
AZ,2019,World,Cotton,21543367,1,Exports,Fiscal Quarter 1
CO,2024,South Korea,Hides And Skins,1359576,1,Exports,Fiscal Quarter 1
MD,2023,China,Essential Oils,1367891,3,Exports,Fiscal Quarter 3
CT,2021,Costa Rica,"Bakery Goods, Cereals, And Pasta",532590,3,Exports,Fiscal Quarter 3
TN,2022,Vietnam,Cotton,13423502,4,Exports,Fiscal Quarter 4
KS,2019,World,Beef And Beef Products,394246603,3,Exports,Fiscal Quarter 3
NY,2019,World,"Bakery Goods, Cereals, And Pasta",46664049,3,Exports,Fiscal Quarter 3
FL,2020,Panama,Dairy Products,4660062,3,Exports,Fiscal Quarter 3
NH,2022,Japan,Chocolate And Cocoa Products,494063,3,Exports,Fiscal Quarter 3
OK,2024,Pakistan,Cotton,2235117,3,Exports,Fiscal Quarter 3
TX,2023,Taiwan,Beef And Beef Products,27978289,1,Exports,Fiscal Quarter 1
DC,2023,Bermuda,Distilled Spirits,93094,4,Exports,Fiscal Quarter 4
VT,2024,World,Dog And Cat Food,2335191,3,Exports,Fiscal Quarter 3
TX,2022,Vietnam,Cotton,57626067,1,Exports,Fiscal Quarter 1
ND,2019,Mexico,Oilseeds (Excluding Soybean),87802,4,Exports,Fiscal Quarter 4
LA,2020,Honduras,Soybean Meal,23393835,3,Exports,Fiscal Quarter 3
CO,2020,China,Hides And Skins,12259255,4,Exports,Fiscal Quarter 4
MO,2020,Kuwait,Dairy Products,339643,1,Exports,Fiscal Quarter 1
AL,2019,World,Eggs And Products,5785497,1,Exports,Fiscal Quarter 1
ID,2024,China,Dairy Products,9782903,2,Exports,Fiscal Quarter 2
IL,2021,Netherlands,"Dextrins, Peptones, And Proteins",8778556,3,Exports,Fiscal Quarter 3
CT,2023,Nicaragua,Tobacco,2645768,3,Exports,Fiscal Quarter 3
LA,2021,China,Soybeans,1328608387,2,Exports,Fiscal Quarter 2
CO,2019,South Korea,Hides And Skins,4141863,1,Exports,Fiscal Quarter 1
MI,2024,Canada,"Bakery Goods, Cereals, And Pasta",40945475,3,Exports,Fiscal Quarter 3
SD,2023,South Korea,Beef And Beef Products,1218407,2,Exports,Fiscal Quarter 2
MS,2021,United Arab Emirates,"Bakery Goods, Cereals, And Pasta",19382,2,Exports,Fiscal Quarter 2
MD,2019,Netherlands,Food Preparations,1620705,4,Exports,Fiscal Quarter 4
AL,2021,Vietnam,Cotton,1162610,1,Exports,Fiscal Quarter 1
AR,2024,Taiwan,Rice,17962721,3,Exports,Fiscal Quarter 3
NC,2023,Cuba,Poultry Meat And Products (Excluding Eggs),12281413,2,Exports,Fiscal Quarter 2
AR,2024,World,Cotton,73110992,1,Exports,Fiscal Quarter 1
MT,2024,Colombia,Pulses,4628499,1,Exports,Fiscal Quarter 1
NE,2023,Taiwan,Beef And Beef Products,22821135,2,Exports,Fiscal Quarter 2
AK,2023,Thailand,"Other Feeds, Meals, And Fodders",32004,1,Exports,Fiscal Quarter 1
MO,2019,World,Food Preparations,44119465,4,Exports,Fiscal Quarter 4
UT,2022,World,Hay,12911191,3,Exports,Fiscal Quarter 3
AR,2024,Jamaica,Eggs And Products,3178440,2,Exports,Fiscal Quarter 2
KY,2020,Guatemala,Food Preparations,430669,4,Exports,Fiscal Quarter 4
WI,2019,South Korea,Food Preparations,1868381,1,Exports,Fiscal Quarter 1
NH,2023,Spain,"Dextrins, Peptones, And Proteins",139019,4,Exports,Fiscal Quarter 4
FL,2022,Colombia,Dairy Products,6790101,4,Exports,Fiscal Quarter 4
MN,2019,Japan,"Other Feeds, Meals, And Fodders",17626575,2,Exports,Fiscal Quarter 2
DE,2023,Poland,Food Preparations,199088,2,Exports,Fiscal Quarter 2
CA,2021,Philippines,Dairy Products,62366145,2,Exports,Fiscal Quarter 2
NJ,2019,Netherlands,Food Preparations,1998574,4,Exports,Fiscal Quarter 4
NV,2020,Canada,"Bakery Goods, Cereals, And Pasta",5643344,3,Exports,Fiscal Quarter 3
HI,2021,China,Tree Nuts,44193,1,Exports,Fiscal Quarter 1
CO,2024,Panama,Corn,29734110,2,Exports,Fiscal Quarter 2
DE,2022,Honduras,Fruit And Vegetable Juices,38267,2,Exports,Fiscal Quarter 2
AR,2021,Cuba,Poultry Meat And Products (Excluding Eggs),2212959,4,Exports,Fiscal Quarter 4
NV,2022,China,Non-Alcoholic Beverages (Excluding Juices),3227978,3,Exports,Fiscal Quarter 3
PA,2023,Mexico,Food Preparations,3281901,4,Exports,Fiscal Quarter 4
MN,2020,Australia,Dairy Products,3320189,1,Exports,Fiscal Quarter 1
IA,2023,Japan,Pork And Pork Products,89869011,2,Exports,Fiscal Quarter 2
ND,2021,Japan,Soybeans,6222839,1,Exports,Fiscal Quarter 1
AK,2021,Mexico,Fresh Fruit,80795,2,Exports,Fiscal Quarter 2
ME,2021,China,Live Animals,384867,4,Exports,Fiscal Quarter 4
MN,2023,Japan,Dairy Products,6921699,1,Exports,Fiscal Quarter 1
MS,2022,Colombia,"Bakery Goods, Cereals, And Pasta",36008,3,Exports,Fiscal Quarter 3
OR,2023,World,Hay,73645912,1,Exports,Fiscal Quarter 1
NC,2021,Canada,Food Preparations,5285628,4,Exports,Fiscal Quarter 4
MO,2020,Taiwan,Corn,398800,3,Exports,Fiscal Quarter 3
OR,2019,South Korea,Wheat,44205065,1,Exports,Fiscal Quarter 1
MN,2020,South Korea,Distillers Grains,12078091,2,Exports,Fiscal Quarter 2
WY,2024,World,"Other Feeds, Meals, And Fodders",206763,3,Exports,Fiscal Quarter 3
KS,2021,Mexico,Soybeans,49745381,4,Exports,Fiscal Quarter 4
MI,2019,Mexico,Dairy Products,5839825,2,Exports,Fiscal Quarter 2
DC,2022,World,Dairy Products,5914,3,Exports,Fiscal Quarter 3
MO,2019,Japan,Soybeans,951724,3,Exports,Fiscal Quarter 3
MS,2023,Bangladesh,Cotton,14795102,1,Exports,Fiscal Quarter 1
GA,2024,Philippines,Distillers Grains,4393134,2,Exports,Fiscal Quarter 2
NV,2022,Mexico,Food Preparations,656269,1,Exports,Fiscal Quarter 1
MN,2021,China,Pork And Pork Products,35787457,3,Exports,Fiscal Quarter 3
MI,2024,Sri Lanka,Soybean Meal,201686,1,Exports,Fiscal Quarter 1
NV,2023,Mexico,Condiments And Sauces,6700277,2,Exports,Fiscal Quarter 2
HI,2023,China,Tree Nuts,3589245,2,Exports,Fiscal Quarter 2
OR,2024,World,Hay,49413791,3,Exports,Fiscal Quarter 3
AL,2023,Japan,Soybeans,31148777,2,Exports,Fiscal Quarter 2
OK,2022,Pakistan,Cotton,321604,2,Exports,Fiscal Quarter 2
AZ,2022,Pakistan,Cotton,1083910,2,Exports,Fiscal Quarter 2
OH,2020,Taiwan,"Bakery Goods, Cereals, And Pasta",507769,3,Exports,Fiscal Quarter 3
MN,2019,Mexico,Pork And Pork Products,12031861,2,Exports,Fiscal Quarter 2
OH,2019,Canada,"Bakery Goods, Cereals, And Pasta",35735790,3,Exports,Fiscal Quarter 3
IN,2023,Canada,"Other Feeds, Meals, And Fodders",6938099,3,Exports,Fiscal Quarter 3
MS,2019,Pakistan,Cotton,2345443,4,Exports,Fiscal Quarter 4
PR,2019,Netherlands,Distilled Spirits,6416,3,Exports,Fiscal Quarter 3
MS,2020,China,"Other Feeds, Meals, And Fodders",3052913,2,Exports,Fiscal Quarter 2
VT,2022,Canada,Dog And Cat Food,727357,3,Exports,Fiscal Quarter 3
NH,2022,World,Beer,5705965,2,Exports,Fiscal Quarter 2
NC,2019,World,Poultry Meat And Products (Excluding Eggs),78876429,3,Exports,Fiscal Quarter 3
SC,2020,World,Pork And Pork Products,4139125,4,Exports,Fiscal Quarter 4
MI,2021,China,Dairy Products,11894076,4,Exports,Fiscal Quarter 4
TN,2022,Thailand,"Dextrins, Peptones, And Proteins",2999853,3,Exports,Fiscal Quarter 3
